Salaries,Overtime,Other_Salaries,Total_Salary,Retirement,Health/Dental,Other_Benefits,Total_Benefits,Total_Compensation
67431.45,525.99,6693.98,74651.42,15535.16,9127.49,5869.11,30531.76,105183.18
103982.18,8031.37,2727.9,114741.45,20837.46,11468.77,1924.67,34230.9,148972.35
41813.48,985.85,1727.6,44526.93,10126.46,10190.48,3568.45,23885.39,68412.32
49376.82,9385.72,2417.69,61180.23,14495.66,9819.48,4766.78,29081.92,90262.15
112720.4,2190.54,1302.68,116213.62,22807.92,12418.54,9579.24,44805.7,161019.32
78522.01,560.96,9264.75,88347.72,19188.37,13054.94,7205.96,39449.27,127796.99
101088.05,2863.04,2914.9,106865.99,20363.87,12801.8,1749.94,34915.61,141781.6
130961.07,57156.54,18729.09,206846.7,30075.63,15245.17,3456.97,48777.77,255624.47
36032.5,4881.65,1294.48,42208.63,10427.49,11449.2,3194.1,25070.79,67279.42
64968.23,18522.83,5776.82,89267.88,18114.42,13545.4,7024.63,38684.45,127952.33
65815.76,2875.22,1678.95,70369.93,17278.74,13722.1,6076.29,37077.13,107447.06
59256.75,5895.82,1138.87,66291.44,14518.69,11889.5,5165.11,31573.3,97864.74
84644,36056.95,6474.11,127175.06,17815.41,12424.52,9812.2,40052.13,167227.19
110296.61,76.99,900,111273.6,21298.5,12918.24,9091.02,43307.76,154581.36
78380.1,1383.39,9907.9,89671.39,18823.01,12512.55,7127.55,38463.11,128134.5
73899.06,859.6,510,75268.66,14614.52,12918.24,5780.45,33313.21,108581.87
66497.65,24931.24,5988.03,97416.92,21186.22,14090.1,7388.14,42664.46,140081.38
70521.76,1790.8,6528.25,78840.81,17537.6,12030.98,1599.47,31168.05,110008.86
116135.62,19608.87,8906.87,144651.36,25097.91,12404.77,2380.47,39883.15,184534.51
77071,6676.61,1500,85247.61,16192.17,12424.5,6982.79,35599.46,120847.07
68365.57,18225.07,2294,88884.64,19345.2,13467.74,6690.78,39503.72,128388.36
61250.99,679.8,2307.1,64237.89,14200.08,12314.96,5101.3,31616.34,95854.23
68331.72,4160.93,2150.84,74643.49,19031.13,13843.8,5855.89,38730.82,113374.31
118326.54,22361.28,6891.38,147579.2,25568.02,12392.79,2396.24,40357.05,187936.25
88437.59,1031.54,26015.43,115484.56,19588.7,7490.74,1812.87,28892.31,144376.87
117007.68,111.69,27410.26,144529.63,25979.5,11605.92,10650.31,48235.73,192765.36
116948.62,2753.01,11287.67,130989.3,27515.37,11827.27,4747.66,44090.3,175079.6
92355.39,928.88,611.25,93895.52,19228.44,10787.93,7769.19,37785.56,131681.08
106249,7517.9,1884.92,115651.82,22715.37,13054.96,9466.5,45236.83,160888.65
65995.17,13702.61,4057.05,83754.83,20802,13217.9,6547.12,40567.02,124321.85
95385.64,171.17,13614.95,109171.76,20838.05,12918.24,1823,35579.29,144751.05
128556,36021.78,8761.09,173338.87,24461.95,12918.24,2945.74,40325.93,213664.8
86663.01,2034.62,6875.96,95573.59,18773.58,12424.5,7806.71,39004.79,134578.38
60108.3,1865.64,4301.08,66275.02,11728.94,12851.05,5440.54,30020.53,96295.55
78806.02,2829.73,16951.42,98587.17,16017.1,6219.89,1596.14,23833.13,122420.3
90283.34,6417.41,21709.82,118410.57,20545.56,9204.63,1841.22,31591.41,150001.98
64905.64,3817.88,834.5,69558.02,15557,13654.03,5201.68,34412.71,103970.73
97390.96,8948.65,11876.74,118216.35,26601.39,12376.71,2006.04,40984.14,159200.49
62948.68,22407.8,8844.97,94201.45,11802.78,7482.14,1574.4,20859.32,115060.77
22465.1,5033.49,492.6,27991.19,5149.42,3208.95,2221.47,10579.84,38571.03
90668.57,41797.81,8108.41,140574.79,18898.85,12280.11,2321.87,33500.83,174075.62
56716.02,3897.99,7939.57,68553.58,13961.36,10219.93,5301.73,29483.02,98036.6
130961.06,2971.92,21508.95,155441.93,32639.99,15230.57,2636.9,50507.46,205949.39
107005.12,43449.95,18175.89,168630.96,21247.28,16011.78,2893.04,40152.1,208783.06
91289.7,4295.55,11142.71,106727.96,19040.11,12464.61,1764.99,33269.71,139997.67
68050.65,13909.14,835.46,82795.25,16589.19,13659.64,6299.42,36548.25,119343.5
111701.9,5131.31,1750,118583.21,23471.45,13001.15,1884.13,38356.73,156939.94
95285,2199.98,1108.13,98593.11,20591.89,10177.65,329.35,31098.89,129692
86453.17,12174.59,5101.11,103728.87,17518.65,12212.53,8538.86,38270.04,141998.91
38470.21,3518.43,1394.03,43382.67,11148.8,9530.78,3256.89,23936.47,67319.14
33550.3,753.38,1528.03,35831.71,8637.24,7980.36,2903.71,19521.31,55353.02
46197.8,538.4,5295.92,52032.12,10927.85,11203.31,4146.4,26277.56,78309.68
76804.02,110.78,1316.8,78231.6,14225.79,12801.8,6187.2,33214.79,111446.39
66213.6,792.59,5189.26,72195.45,13323.03,12870.41,5929.22,32122.66,104318.11
117144.5,3872.72,13637.94,134655.16,20892.16,12863.33,2288.11,36043.6,170698.76
81830,41898.76,14075.4,137804.16,19994.56,13054.94,9777.22,42826.72,180630.88
42527.49,3440.5,1367.86,47335.85,7323.12,10037.41,3882.78,21243.31,68579.16
64362.61,27639.41,5974.84,97976.86,12195.48,12851.03,8042.58,33089.09,131065.95
49387.7,5466.28,1611.09,56465.07,3023.55,9389.52,4544.19,16957.26,73422.33
23275.93,9129.5,144.91,32550.34,5997.77,4852.85,2557.87,13408.49,45958.83
92001.31,53265.32,10368.62,155635.25,20093.01,12424.5,10333.53,42851.04,198486.29
47269,16399.17,7363.34,71031.51,13756.4,5486.91,1216.89,20460.2,91491.71
59875.52,7749.99,758.85,68384.36,11940.58,12918.24,6047.35,30906.17,99290.53
122404.89,1525.77,10174.87,134105.53,30497.94,11038.37,6803.58,48339.89,182445.42
102679.04,34655.64,4119.15,141453.83,22533.16,13054.92,9907.85,45495.93,186949.76
68524.36,10897.91,2756.55,82178.82,15370,12500.56,6624.84,34495.4,116674.22
64617.29,8546.13,3610.33,76773.75,20259.33,12941.13,5974.74,39175.2,115948.95
21451.94,169.86,1771.2,23393,5189.49,6434.18,1643.88,13267.55,36660.55
71162,7992.94,1616.54,80771.48,12958.65,12801.79,6627.65,32388.09,113159.57
139872.2,580.96,19798.16,160251.32,37803.17,13068.81,2710.02,53582,213833.32
135144.24,36464.33,12021.68,183630.25,27864.77,15788.97,3120.7,46774.44,230404.69
75033.04,460.28,1560,77053.32,15052.13,12918.24,6262.72,34233.09,111286.41
41807.84,2571.11,1782.65,46161.6,9223.94,6986.52,3846.43,20056.89,66218.49
87501.45,2859.27,11551.97,101912.69,19913.11,12385.27,8272.41,40570.79,142483.48
12346.9,320.17,394.05,13061.12,2769.43,2251.06,1044.89,6065.38,19126.5
39006,712.8,8020.44,47739.24,10246.27,3240.03,3739.49,17225.79,64965.03
74566.69,35457.49,7554.31,117578.49,19840.46,14988.03,9004.05,43832.54,161411.03
102660.87,12958.6,16399.62,132019.09,20417.18,14306.1,2261.34,36984.62,169003.71
117142.82,29649.48,15536.35,162328.65,24297.14,15501.9,2740.49,42539.53,204868.18
60303.94,1863.91,625.38,62793.23,12990.18,12492.17,5172.42,30654.77,93448
96003.14,5527.58,22496.54,124027.26,20020.24,9515.04,8775.9,38311.18,162338.44
63458.52,3003.22,1540,68001.74,12790.26,12918.24,5587.06,31295.56,99297.3
78630.64,2170.69,2919.46,83720.79,16901.39,12512.54,6898.14,36312.07,120032.86
54540.55,7469.69,2215.46,64225.7,13111.49,12719.79,4697.77,30529.05,94754.75
43389.91,4684.72,1693.84,49768.47,9367.8,3987.25,845.75,14200.8,63969.27
62811,1525.83,998.1,65334.93,13074.35,12424.5,5408.95,30907.8,96242.73
38434.95,5657.9,500,44592.85,9539.58,12408.57,3556.34,25504.49,70097.34
22498.01,5200.65,1576.47,29275.13,5181.59,6983.33,2365.36,14530.28,43805.41
49288.38,299.85,1692.25,51280.48,10838.55,12876.02,4099.18,27813.75,79094.23
73030.21,9751.54,12841.5,95623.25,12979.66,8043.3,1553.65,22576.61,118199.86
114864.25,456.1,22389.24,137709.59,20342.48,6024.68,9479.28,35846.44,173556.03
78742.7,10241.27,4189.95,93173.92,17832.16,12548.45,7517.07,37897.68,131071.6
67473.94,42122.72,5873.66,115470.32,21438.81,14297.05,8786.9,44522.76,159993.08
68219.4,16543.49,10022.24,94785.13,21491.9,13445.46,7374.49,42311.85,137096.98
64216.51,10363,651.81,75231.32,19250.49,12862.4,5753.45,37866.34,113097.66
107188.4,14349.96,7107.58,128645.94,20461.55,12918.25,2033.96,35413.76,164059.7
96908.24,8587.94,24633.32,130129.5,23130.76,12500.56,10193.26,45824.58,175954.08
67948.01,27060.33,11803.56,106811.9,16303.4,13054.94,8205.75,37564.09,144375.99
63247.99,937.5,6651.13,70836.62,12127.9,11478.85,5536.87,29143.62,99980.24
113598.66,37149.44,21436.29,172184.39,22633.09,15781.89,2796.18,41211.16,213395.55
56311.5,5418.17,2855.48,64585.15,10774.33,7631.83,5143.03,23549.19,88134.34
89792.23,5746.45,3902.48,99441.16,17904.42,12918.24,1622.6,32445.26,131886.42
48376.49,4604.02,1285.62,54266.13,13908.53,13218.92,4142.18,31269.63,85535.76
121017.82,43211.15,4416.92,168645.89,21505.5,13068.81,2875.54,37449.85,206095.74
97505.45,7546.19,10177.96,115229.6,26197.48,12391.05,1906.91,40495.44,155725.04
70046.58,1086.13,8180.55,79313.26,13968.8,13156.1,6422.55,33547.45,112860.71
131859.67,6875.44,11137.22,149872.33,27082.96,14705.98,2457.07,44246.01,194118.34
66299.89,576.5,3323.12,70199.51,19982.19,13458.95,5354.2,38795.34,108994.85
63102.01,845.87,2832.6,66780.48,13143.55,12424.5,5524.3,31092.35,97872.83
64049.7,952.49,1258.6,66260.79,11718.55,7132.98,5259.88,24111.41,90372.2
85150.86,1091.68,2464.52,88707.06,15505.91,12481.74,7172.92,35160.57,123867.63
67898.77,1009.32,18590.41,87498.5,14022.66,6276.35,6998.88,27297.89,114796.39
91736.06,2534.48,6870.47,101141.01,21067.09,12365.85,8347.06,41780,142921.01
62149.82,1198.06,2874.74,66222.62,11699.42,13018.93,5379.11,30097.46,96320.08
42812.79,2886.3,778.89,46477.98,11105.61,11363.03,3555.6,26024.24,72502.22
65402.05,9093.76,3538.73,78034.54,20162.25,13856.87,6038.54,40057.66,118092.2
138862.8,44530.08,22338.47,205731.35,29976.83,12518.51,3418.83,45914.17,251645.52
91419.49,1240.18,5883.96,98543.63,14380.12,10307.17,1778.17,26465.46,125009.09
64428,457.3,4001.77,68887.07,14514.33,13054.94,5674.37,33243.64,102130.71
113343.86,1359.96,28728.57,143432.39,22572.88,11592.82,3083.89,37249.59,180681.98
74412.03,215.86,6095,80722.89,15687.96,12424.5,6549.07,34661.53,115384.42
38881.9,1453.93,2033.95,42369.78,9650.55,12512.55,3396.43,25559.53,67929.31
67080.15,33044.07,4960.89,105085.11,21397.27,13436.96,7999.68,42833.91,147919.02
117754.83,50912.12,6054.24,174721.19,25444.42,12332.93,2964.65,40742,215463.19
107540,13049.13,6452.4,127041.53,20956.03,9090.62,2162.89,32209.54,159251.07
119144.92,1668.31,12495.75,133308.98,24375.19,12344.75,2221.37,38941.31,172250.29
79420.35,1983.91,9468.59,90872.85,19241.07,12536.5,7452.06,39229.63,130102.48
42553.95,742.29,640,43936.24,8038.4,7902.39,3511.66,19452.45,63388.69
51265.73,6470.9,770,58506.63,11784.05,11690.5,4730.72,28205.27,86711.9
53592,180.46,1367.01,55139.47,12085.52,13118.69,4436.88,29641.09,84780.56
33169.54,11942.75,3004.07,48116.36,6809.28,5157.36,3398.28,15364.92,63481.28
85231.1,8214.5,14192.89,107638.49,20483.65,12464.61,8626.55,41574.81,149213.3
38679.77,965.49,250.38,39895.64,9985.2,8386.96,3022.23,21394.39,61290.03
99364.17,10097.86,11764.98,121227.01,23430.05,12992.17,9036.6,45458.82,166685.83
62574.34,20501.69,3880.95,86956.98,19419.06,13260.17,6728.78,39408.01,126364.99
89783.93,24505.53,7732.82,122022.28,18804.83,11468.77,2036.07,32309.67,154331.95
18354.3,3945.06,11703.44,34002.8,4387.91,4166.85,2703.82,11258.58,45261.38
75710.25,11988.47,10239.6,97938.32,14207.85,10038.54,1644.63,25891.02,123829.34
66108.2,7663.78,660.49,74432.47,15167.8,13021.25,5483.92,33672.97,108105.44
66478.52,27101.51,4870.81,98450.84,20850.7,14086.84,7246.88,42184.42,140635.26
68396.05,5511.46,5920.4,79827.91,20081.7,13856.86,6019.59,39958.15,119786.06
81385.02,26643.92,2790.59,110819.53,18880.61,12548.44,8961.38,40390.43,151209.96
55972.86,7814.71,2701.39,66488.96,14227.23,11266.24,5003.73,30497.2,96986.16
81029.3,42588.19,6798.1,130415.59,15403.75,13294.09,9358.45,38056.29,168471.88
77492.63,5688.69,4758.88,87940.2,17913.68,12488.58,6996.6,37398.86,125339.06
22016.58,87.97,264.35,22368.9,2455.89,6250.28,1743.86,10450.03,32818.93
33681.56,95,849.2,34625.76,8689.86,6531.66,2800.77,18022.29,52648.05
48361.36,116.94,90.05,48568.35,12500.46,10916.25,3963.29,27380,75948.35
50426.87,8500.93,962.77,59890.57,14394.16,13277.94,5353.44,33025.54,92916.11
63887,18105.99,2098.8,84091.79,13295.97,12424.5,6896.89,32617.36,116709.15
80339.8,9988.99,1853.76,92182.55,15296.23,13018.95,7208.29,35523.47,127706.02
56758,141.22,711.95,57611.17,10465.27,12801.78,4822.61,28089.66,85700.83
67221.28,2002.45,7860.17,77083.9,16371.04,12500.56,6319.5,35191.1,112275
24705.2,329.42,672.25,25706.87,2717.6,11548.6,2027.58,16293.78,42000.65
60684.95,11.63,6753.01,67449.59,13880.22,12072.09,5452.6,31404.91,98854.5
63370.09,8480.51,1416.07,73266.67,16882.57,13639.84,5615.36,36137.77,109404.44
55943.3,1561.1,5290.61,62795.01,13734.73,12500.56,5174.37,31409.66,94204.67
137982.06,22131.86,8662.7,168776.62,28204.55,12464.61,2790.89,43460.05,212236.67
98433.26,15793.6,13651.4,127878.26,21270.05,10357.25,2110.46,33737.76,161616.02
155174.49,7279.09,22500.22,184953.8,33574.08,15788.97,3034.93,52397.98,237351.78
80946.01,3600.03,3281.43,87827.47,16598.87,12424.5,3332.52,32355.89,120183.36
112703.75,36938.99,20810.18,170452.92,26195.28,15245.17,2834.35,44274.8,214727.72
51576,7123.96,1080,59779.96,11379.86,9540.15,4827.94,25747.95,85527.91
25348.5,5425.27,2049.83,32823.6,5609.05,6172.05,2370.54,14151.64,46975.24
74053.3,377.44,503.25,74933.99,13781.4,11123.45,6191.46,31096.31,106030.3
67261.03,2083,3977.2,73321.23,14207.34,12424.5,6053.3,32685.14,106006.37
58769.07,1451.13,330.79,60550.99,10466.6,5452.52,1067.55,16986.67,77537.66
62184.4,6307.8,322.02,68814.22,11347.71,12851.02,5728.21,29926.94,98741.16
65379.48,18764.61,757.04,84901.13,16517.77,13092.66,6389.9,36000.33,120901.46
108038,14192.67,13929.05,136159.72,24152.91,12424.5,10011.62,46589.03,182748.75
111640.49,637.06,17920.82,130198.37,26076.81,15816.57,2074.8,43968.18,174166.55
67321.44,10253.22,5310.03,82884.69,14751.93,9137.45,6817.91,30707.29,113591.98
79244.76,45506.83,5893.48,130645.07,16662.43,11926.15,9832.22,38420.8,169065.87
76813.22,10973.2,3542.72,91329.14,17927.38,12500.55,7140.81,37568.74,128897.88
43736.09,397.53,3023.49,47157.11,9969.14,6439.34,3595.2,20003.68,67160.79
66941.88,9010.5,3393.37,79345.75,19233.84,13191.13,5853.98,38278.95,117624.7
72754.6,12669.42,6144.64,91568.66,17369.95,12548.45,7246.1,37164.5,128733.16
39084.61,84.38,8949.35,48118.34,10154.1,10591.45,3947.53,24693.08,72811.42
26904,2210.49,7426.58,36541.07,5505.3,3012.68,540.06,9058.04,45599.11
57991,551.95,2155.42,60698.37,12675.03,12464.62,4601.52,29741.17,90439.54
58186.31,164.16,5077.62,63428.09,11384.06,12598.69,5284.85,29267.6,92695.69
89733.69,1257.84,10988.62,101980.15,19721.42,12851.02,1718.53,34290.97,136271.12
62752.51,17205.26,3897.75,83855.52,13378.83,12502.06,6590.89,32471.78,116327.3
70431.46,7261.92,2601.84,80295.22,15893.93,12576.86,6108.24,34579.03,114874.25
58464.75,8745.43,5442.69,72652.87,18657.72,12382.79,5311.6,36352.11,109004.98
67261.6,2558.2,6768.25,76588.05,15867.85,12141.34,1871.1,29880.29,106468.34
61830.1,172.96,6697.41,68700.47,12963.59,10882.56,5623.42,29469.57,98170.04
113016.73,15916.34,17225.35,146158.42,23753.79,13054.94,2385.86,39194.59,185353.01
91567.95,2050.15,16977.29,110595.39,21253.19,12851.02,1863.62,35967.83,146563.22
42737.86,1586.73,1929.35,46253.94,13252.61,8550.31,3591.33,25394.25,71648.19
27933.82,198.11,33.44,28165.37,5792.03,7810.32,2238.2,15840.55,44005.92
62539.88,3573.58,414.06,66527.52,18056.83,12695.67,4741.98,35494.48,102022
32572.2,1293.5,764.76,34630.46,6517.84,5877.74,2797.35,15192.93,49823.39
38658.13,252.23,3483.24,42393.6,7906.55,3827.63,720.42,12454.6,54848.2
93738,4277.08,1236.07,99251.15,19476.26,12424.5,8013.82,39914.58,139165.73
25300.5,5071.33,405.11,30776.94,7591.29,5047.4,2333.65,14972.34,45749.28
123471.03,9158.56,5927.13,138556.72,23519.58,12918.24,2273.76,38711.58,177268.3
66369.7,9178.61,6499.06,82047.37,14132.02,12901.74,437.21,27470.97,109518.34
65387.68,26625.5,6672.73,98685.91,15935.69,13139.95,7706.81,36782.45,135468.36
93573.89,27991.41,18006.88,139572.18,19215.54,11890.72,9910.65,41016.91,180589.09
93051.56,37145.14,13272.88,143469.58,21308.44,12340.88,10165.94,43815.26,187284.84
50485.27,6106.04,877.11,57468.42,9312.01,3732.39,4564.44,17608.84,75077.26
138635.93,23729.94,9389.74,171755.61,27392.94,12424.5,2925.67,42743.11,214498.72
61665.81,10024.78,694.14,72384.73,17888.97,12518.25,5663.8,36071.02,108455.75
113953.04,23335.48,19179.3,156467.82,22703.7,15831.14,2588.25,41123.09,197590.91
64109.9,14270.4,1011.61,79391.91,15440.5,13031.56,6097.75,34569.81,113961.72
30022.17,660.58,1993.81,32676.56,5303.66,3681.74,2397.13,11382.53,44059.09
73962.12,1720.23,8533.8,84216.15,13950.11,11854.32,1387.54,27191.97,111408.12
14030.02,506.39,170.11,14706.52,2642.65,2389.32,1203.09,6235.06,20941.58
111826.55,7728.69,13343.38,132898.62,21091.8,15535.7,2205.66,38833.16,171731.78
81871.32,12467.24,9120.92,103459.48,17786.11,12324.75,8468.39,38579.25,142038.73
135873.84,429.08,2378.64,138681.56,29319.37,11375.02,1845.77,42540.16,181221.72
60696.5,1172.06,835.76,62704.32,11451.14,13068.8,5141.49,29661.43,92365.75
130229.95,50352.97,16278.72,196861.64,29705.68,15245.17,3233.72,48184.57,245046.21
77737.01,2399.57,12075.08,92211.66,19686.07,8333.71,1565.37,29585.15,121796.81
60452.84,11632.32,4863.51,76948.67,19050.14,12810.85,5829.01,37690,114638.67
91205.51,5668.5,23271.89,120145.9,22414.71,12801.79,1997.63,37214.13,157360.03
48619.92,4630.87,1215.61,54466.4,11754.12,13988.3,4133.3,29875.72,84342.12
80052,5.01,3538,83595.01,16432.63,12918.25,6893.65,36244.53,119839.54
31950.94,7516.34,1284.58,40751.86,7085.82,6842.23,3246.71,17174.76,57926.62
80211.38,3805.59,9948.83,93965.8,18545.12,12517.04,7470.9,38533.06,132498.86
64199.52,11627.39,3122.01,78948.92,15964.53,13032.57,6056.07,35053.17,114002.09
65573.65,12457.61,2147.59,80178.85,19430.8,13311.54,6284.54,39026.88,119205.73
64059.01,22742.62,1769.82,88571.45,16850.4,13355.84,6714.63,36920.87,125492.32
145755.6,53649.88,10793.26,210198.74,25895.54,13025.16,3539.02,42459.72,252658.46
131512.14,10783.35,9720.37,152015.86,23822.1,13079.91,388.55,37290.56,189306.42
89628.42,39061.44,7195.98,135885.84,20022.99,15245.17,2187.42,37455.58,173341.42
36018.74,11734.24,2453.77,50206.75,7138.8,4587.51,828.45,12554.76,62761.51
62328,6427.36,851.72,69607.08,11423.42,6212.25,4790.77,22426.44,92033.52
56515.97,9795.98,4063.44,70375.39,17970.22,11322.58,5494.16,34786.96,105162.35
30137.57,1297.15,259.66,31694.38,7791.42,6283.46,2438.38,16513.26,48207.64
65114.48,4930.19,5247.4,75292.07,13115.18,12721.18,5829.85,31666.21,106958.28
79951,4785.61,2376.85,87113.46,16954.68,12424.5,7125.72,36504.9,123618.36
36892.8,6652.27,1988.49,45533.56,9736.87,9195.81,3652.23,22584.91,68118.47
79168.2,17066.38,6991.6,103226.18,19100.45,12500.56,8439.82,40040.83,143267.01
67291.45,20322.06,2588.19,90201.7,17888.96,14029.72,7088.69,39007.37,129209.07
78526.61,17037.28,5985.75,101549.64,14761.38,13053.22,8066.67,35881.27,137430.91
28183.38,5055.24,1783.88,35022.5,5285.14,3211.08,597.99,9094.21,44116.71
119461.61,23814.58,898.94,144175.13,23641.89,12424.5,2445.15,38511.54,182686.67
28566.23,763.24,2850.61,32180.08,3644.21,8048.06,2545.93,14238.2,46418.28
61818.02,29625.24,14766.48,106209.74,14141.15,13054.96,8515.05,35711.16,141920.9
16615.8,2393.99,477.3,19487.09,4811.22,5256.87,1483.04,11551.13,31038.22
38761.13,579.34,6711.59,46052.06,8888.12,6025.37,3751.78,18665.27,64717.33
110940.91,594.53,26796.53,138331.97,19372.12,11562.41,10117.91,41052.44,179384.41
52147.06,1285.88,682.14,54115.08,15138.94,10585.93,4237.19,29962.06,84077.14
82643.19,3837.88,230,86711.07,17025.82,11996.93,7111.52,36134.27,122845.34
72828.86,18086.08,6480.89,97395.83,17397.26,15015.03,1614.28,34026.57,131422.4
51158.32,4665.23,497.65,56321.2,11938.48,11956.67,4103.61,27998.76,84319.96
93881.7,13928.26,6273.01,114082.97,17790.03,13018.93,9290.49,40099.45,154182.42
56076.42,532.94,1480,58089.36,12844.94,12424.5,4717.5,29986.94,88076.3
77782.83,928.78,3885.25,82596.86,16877.36,11946.64,6601.39,35425.39,118022.25
70971.01,2838.6,3162.5,76972.11,15557.81,11297.53,6187.27,33042.61,110014.72
130778.08,1113.2,10010.15,141901.43,31053.26,11135.56,9028.34,51217.16,193118.59
115770.39,4388.04,10239.75,130398.18,20648.09,12740.24,2212.94,35601.27,165999.45
18897.7,4171.33,642.45,23711.48,3641.53,2942.98,1816.27,8400.78,32112.26
91306.12,12360.05,11746.74,115412.91,20137.5,13054.94,1888.82,35081.26,150494.17
61128,17466.58,8074.53,86669.11,13015.36,12918.24,7072.27,33005.87,119674.98
25738.86,505.84,858.15,27102.85,5659.97,6758.86,2231.7,14650.53,41753.38
41679.02,12136.08,2500.74,56315.84,8009.8,4300.79,899.43,13210.02,69525.86
79474.09,2153.42,7991.57,89619.08,16770.01,11707.1,7319.58,35796.69,125415.77
66326.01,2200.24,985.5,69511.75,12257.42,12801.74,5570.96,30630.12,100141.87
102968.39,21926.46,14347.34,139242.19,21806.6,15788.97,2317.28,39912.85,179155.04
94095.21,15325.78,5806.54,115227.53,19881.76,12424.5,9224.84,41531.1,156758.63
66194.18,30913.22,5503.84,102611.24,20583.57,13437.5,8039.64,42060.71,144671.95
72289.1,7976.11,10190.87,90456.08,15193.31,10648.7,6964.27,32806.28,123262.36
56327.8,154.64,1090,57572.44,12584.76,13068.8,4400.34,30053.9,87626.34
112034.91,1690.55,12774.19,126499.65,21981.33,13690.53,775.03,36446.89,162946.54
39691,147.08,20555,60393.08,8616.46,5021.13,4858.36,18495.95,78889.03
118326.49,7191.77,3906.07,129424.33,24209.69,12404.68,2060.96,38675.33,168099.66
66102.08,2339.1,2526.02,70967.2,14145.71,12424.5,5825.51,32395.72,103362.92
82717.03,32.01,1954.14,84703.18,17350.11,12424.5,6529.49,36304.1,121007.28
61383.81,322.04,647.85,62353.7,12181.73,12915.26,5085.96,30182.95,92536.65
53687.5,20447.54,13111.08,87246.12,13645.11,10690.79,6863.67,31199.57,118445.69
65413.35,15283.03,4240.98,84937.36,17839.88,13638.21,6529.6,38007.69,122945.05
56991.15,219.37,85,57295.52,12802.2,9366.44,4454.86,26623.5,83919.02
96299.83,14280.1,11555.94,122135.87,21671.83,12074.41,9861.21,43607.45,165743.32
76906.8,4684.69,233.44,81824.93,16396.52,12512.55,6706.54,35615.61,117440.54
90315.6,51083.1,6972.9,148371.6,20763.58,13205.57,10077.76,44046.91,192418.51
15803.63,96.1,96.1,15995.83,2798.82,2277.25,1096.18,6172.25,22168.08
121017.8,7049.39,1544.46,129611.65,21505.49,13068.8,2154.7,36728.99,166340.64
57857,1353.44,1090,60300.44,10688.73,12801.79,4935.39,28425.91,88726.35
65149.24,9193.23,7175.59,81518.06,14491.63,12032,6444.23,32967.86,114485.92
44992.13,5794.43,940,51726.56,11850.49,9914.23,4186,25950.72,77677.28
41893.21,2475.47,2837.61,47206.29,11612.13,13041.31,3570.52,28223.96,75430.25
67877,5583.99,2398.05,75859.04,13970.17,12424.5,6089.33,32484,108343.04
94191.01,912.8,11362.82,106466.63,21556.68,13054.94,1774.66,36386.28,142852.91
90870.92,3457.04,13782.54,108110.5,20005.5,12822.55,1497.79,34325.84,142436.34
60407,221.1,5597.89,66225.99,13871.38,12404.68,5336.61,31612.67,97838.66
126734.54,7844.45,5945.44,140524.43,25588.24,12424.5,2338.63,40351.37,180875.8
82578.54,11946.21,3082.67,97607.42,17242.32,11544.7,7749.77,36536.79,134144.21
121068,11004.43,19682.1,151754.53,23065.03,12918.24,2553.31,38536.58,190291.11
138032.28,25827.51,13158.45,177018.24,27288.31,12370.73,2962.21,42621.25,219639.49
61745.5,15734.07,4454.25,81933.82,12792.8,10047.52,6533.72,29374.04,111307.86
70225.8,6256.22,5979.98,82462,16515.1,12904.31,6556.63,35976.04,118438.04
22562.08,3240.26,399.21,26201.55,5819.12,4558.81,1988.46,12366.39,38567.94
89733.33,7504.21,6957.91,104195.45,18476.84,12150.09,1754.38,32381.31,136576.76
116987.76,44080.42,18432.11,179500.29,24940.8,15741.12,2979.98,43661.9,223162.19
117754.86,7472.22,12844.85,138071.93,25444.45,12332.92,2268.62,40045.99,178117.92
114900.88,5283.3,20652.66,140836.84,23138.64,16011.78,2365.15,41515.57,182352.41
71471.31,5503.54,6287.54,83262.39,15111.5,7344.26,6579.65,29035.41,112297.8
118898.11,27557.76,6692.85,153148.72,24326.65,12464.61,2498.8,39290.06,192438.78
62172.39,12839.73,3730.34,78742.46,11669.95,5424.55,1349.59,18444.09,97186.55
117144.5,5205.67,9122.91,131473.08,25315.92,12512.53,2172.27,40000.72,171473.8
64389.28,6734.58,529.62,71653.48,14561.3,10569.2,5929.41,31059.91,102713.39
88635.6,26656.94,12377.28,127669.82,17357.93,12851.03,10255.94,40464.9,168134.72
67104.44,18834.99,4358.01,90297.44,21224.11,13437.44,7002.94,41664.49,131961.93
128158.81,7042.26,25231.58,160432.65,28512.19,12464.61,2313.96,43290.76,203723.41
157931.63,2126.43,5698.09,165756.15,34068.06,12452.66,2799.1,49319.82,215075.97
121068,1841.6,13928.47,136838.07,23065.03,12918.24,2315.69,38298.96,175137.03
87136.6,23810.34,7889.3,118836.24,18606.09,12777.17,1892.65,33275.91,152112.15
52511.51,970.51,979.65,54461.67,12759.82,12376.72,4362.63,29499.17,83960.84
77774.79,228.53,550,78553.32,14262.96,12567.9,6588.37,33419.23,111972.55
91790.8,8451.58,16832.8,117075.18,21175.12,12448.4,1942.31,35565.83,152641.01
66631.52,2036.83,549.97,69218.32,11830.7,9601.35,4376.2,25808.25,95026.57
59762.59,5777.85,8144.21,73684.65,12030.98,12920.36,5884.08,30835.42,104520.07
